stay_year,stay_month_num,season,booking_window,arrangement_name,bookings,room_nights,revenue,avg_adr,avg_lead_days,realized_adr,cancellation_pct,quoted_requests,same_treatment_converted,conversion_pct,benchmark_adr,comparable_years,comparable_conversion,comparable_cancel,adr_gap,adr_gap_pct,raw_gross_opportunity,conversion_supported,cancel_supported,confidence,max_uplift_pct,decision
2026,5,SHOULDER,15-30,Mezza Pensione,11,23,3280.61,143.8790909090909,18.545454545454547,142.63521739130437,8.333333333333334,19.0,1.0,5.2631578947368425,142.63521739130437,1,5.2631578947368425,8.333333333333334,0.0,0.0,0.0,True,True,LOW,0.0,HOLD
2025,9,SHOULDER,15-30,Mezza Pensione,17,61,11574.23,181.57294117647058,23.11764705882353,189.74147540983606,22.727272727272727,66.0,5.0,7.575757575757576,189.74147540983606,1,7.575757575757576,22.727272727272727,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD
2025,9,SHOULDER,0-7,Mezza Pensione,61,186,33926.48,181.82409836065574,3.4262295081967213,182.4004301075269,7.575757575757576,65.0,19.0,29.23076923076923,170.4505866651522,2,27.115384615384613,8.333333333333334,-11.949843442374686,-0.06551433807107875,0.0,True,True,HIGH,0.0,HOLD
2026,6,SHOULDER,181+,Multipropriet,18,133,5353.0,41.88,215.77777777777777,40.24812030075188,0.0,,,,40.24812030075188,1,,0.0,0.0,0.0,0.0,True,True,LOW,0.0,HOLD
2026,5,SHOULDER,8-14,Mezza Pensione,13,26,4107.64,157.98538461538462,11.153846153846153,157.98615384615385,0.0,7.0,1.0,14.285714285714286,157.98615384615385,1,14.285714285714286,0.0,0.0,0.0,0.0,True,True,LOW,0.0,HOLD
2026,5,SHOULDER,31-60,Pensione Completa,36,112,12631.64,110.97666666666666,38.55555555555556,112.7825,10.0,13.0,1.0,7.6923076923076925,112.7825,1,7.6923076923076925,10.0,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD
2025,9,SHOULDER,8-14,Mezza Pensione,17,82,14899.84,189.92411764705884,10.352941176470589,181.70536585365855,19.047619047619047,71.0,11.0,15.492957746478874,181.70536585365855,1,15.492957746478874,19.047619047619047,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD
2025,11,OTHER,0-7,No Board,18,18,0.0,0.0,4.0,0.0,0.0,,,,0.0,1,,0.0,0.0,,0.0,True,True,LOW,,HOLD
2026,5,SHOULDER,0-7,Mezza Pensione,20,44,7707.48,173.7235,2.85,175.17,20.0,24.0,3.0,12.5,175.17,1,12.5,20.0,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD
2026,5,SHOULDER,0-7,Pensione Completa,12,22,3490.58,145.44,3.0833333333333335,158.66272727272727,14.285714285714286,21.0,0.0,0.0,158.66272727272727,1,0.0,14.285714285714286,0.0,0.0,0.0,True,True,LOW,0.0,HOLD
2026,6,SHOULDER,61-90,Mezza Pensione,19,157,30456.1,190.99631578947367,74.05263157894737,193.98789808917198,20.833333333333332,137.0,9.0,6.569343065693431,173.18358090953632,2,6.732947394915681,17.475490196078432,-20.80431717963566,-0.10724543842457829,0.0,True,True,HIGH,0.0,HOLD
2026,7,PEAK,15-30,Mezza Pensione,28,144,44236.69,299.8764285714286,22.357142857142858,307.19923611111113,22.22222222222222,245.0,3.0,1.2244897959183674,293.32227592054267,2,3.8832729353423616,30.03003003003003,-13.876960190568468,-0.045172508780423205,0.0,False,True,HIGH,0.0,HOLD
2026,7,PEAK,0-7,Mezza Pensione,34,130,41222.91,280.99764705882353,3.235294117647059,317.0993076923077,8.108108108108109,65.0,2.0,3.076923076923077,304.31036813186813,3,3.3333333333333335,9.090909090909092,-12.788939560439587,-0.040331023279461496,0.0,True,True,HIGH,0.0,HOLD
2026,7,PEAK,31-60,Mezza Pensione,29,220,58408.6,263.9410344827586,47.689655172413794,265.49363636363637,6.451612903225806,269.0,4.0,1.486988847583643,256.94429532006455,2,3.7555426165629058,16.461100569259962,-8.549341043571815,-0.0322016797113062,0.0,False,True,HIGH,0.0,HOLD
2026,7,PEAK,181+,Multipropriet,66,510,40925.36,81.39969696969698,240.66666666666666,80.24580392156862,0.0,,,,80.24580392156862,1,,0.0,0.0,0.0,0.0,True,True,MEDIUM,0.0,HOLD
2026,7,PEAK,31-60,Pensione Completa,19,109,33630.33,299.2457894736842,45.89473684210526,308.5351376146789,5.0,398.0,1.0,0.25125628140703515,294.9522006686363,2,1.7213728215545814,14.404761904761905,-13.582936946042594,-0.04402395477887498,0.0,False,True,MEDIUM,0.0,HOLD
2026,7,PEAK,61-90,Pensione Completa,16,111,36061.25,323.33187499999997,75.3125,324.8761261261261,11.11111111111111,311.0,2.0,0.6430868167202572,257.13021182339367,3,0.8130081300813008,22.22222222222222,-67.74591430273244,-0.20852844778268367,0.0,False,True,MEDIUM,0.0,HOLD
2026,7,PEAK,91-180,Mezza Pensione,39,329,90532.45,270.7330769230769,120.12820512820512,275.1746200607903,17.02127659574468,488.0,20.0,4.098360655737705,245.1622921732523,3,3.1088082901554404,17.02127659574468,-30.012327887537992,-0.10906648251538535,0.0,True,True,HIGH,0.0,HOLD
2026,7,PEAK,91-180,Pensione Completa,10,75,25686.05,340.062,110.1,342.48066666666665,9.090909090909092,760.0,11.0,1.4473684210526316,285.62336781609196,3,1.694915254237288,16.666666666666668,-56.85729885057469,-0.16601608319664185,0.0,False,True,MEDIUM,0.0,HOLD
